iter	RMSE
213	441.661771
214	440.8465588
215	440.0501635
216	439.2717391
217	438.9173677
218	437.9146451
219	437.2709133
220	436.8733892
221	436.2836675
222	435.9384291
223	435.5420333
224	434.7220636
225	433.9797313
226	433.2530303
227	432.8626111
228	432.3017967
229	430.795421
230	430.2812163
231	429.7742234
232	429.4987217
233	428.4978324
234	427.9799428
235	427.5475821
236	426.7235802
237	426.117462
238	425.370327
239	425.0389779
240	424.5455308
241	423.7817682
242	422.9892204
243	422.475898
244	421.9778975
245	421.7364299
246	421.0709653
247	420.8463715
248	419.4953352
249	419.2054309
250	418.7276024
251	418.4461744
252	417.6389103
253	417.1804011
254	416.1145204
255	415.519686
256	414.7794795
257	414.3622622
258	414.0939194
259	413.5240578
260	412.5448784
261	411.603375
262	411.2036076
263	410.9977028
264	410.7231562
265	409.7687143
266	409.4280329
267	408.6328592
268	408.2637371
269	408.0317847
270	407.6489678
271	407.0146905
272	406.6787257
273	406.2131643
274	406.0476821
275	405.7492129
276	405.5121029
277	405.020833
278	404.0931593
279	403.1405597
280	402.9440615
281	402.3526887
282	402.1757152
283	401.7339106
284	401.3746129
285	400.8768759
286	400.3005454
287	399.9130405
288	399.3849354
289	399.0830815
290	398.7860037
291	398.5018178
292	398.4323315
293	397.7476988
294	397.547929
295	396.9816972
296	396.5295735
297	396.3480679
298	395.5821448
299	395.1890864
300	394.8206473
301	393.9843582
302	393.9288787
303	393.7291668
304	393.1167522
305	392.9382934
306	391.6338397
307	391.2901629
308	390.7697292
309	390.0093793
310	389.9559936
311	388.8785476
312	388.6562724
313	387.6476816
314	387.1564961
315	387.0192955
316	386.6662499
317	386.325434
318	385.6559006
319	385.3994462
320	384.8476158
321	384.1300618
322	383.8659983
323	383.3520345
324	382.592536
325	382.1878345
326	381.4846628
327	381.2839081
328	380.3456819
329	380.224874
330	380.05969
331	379.9782952
332	379.8810292
333	379.7012134
334	379.4630116
335	378.6590024
336	377.3919678
337	376.8046497
338	376.6293538
339	376.479291
340	376.3603755
341	376.2472764
342	376.2198226
343	376.1968551
344	375.8024806
345	375.6490734
346	375.3179491
347	374.7580385
348	374.0236139
349	373.4566807
350	372.8551223
351	372.3164046
352	371.8430106
353	371.5984467
354	371.1422187
355	370.8131132
356	370.7869901
357	370.2349843
358	369.53235
359	369.2316578
360	369.012319
361	368.3070148
362	367.829716
363	367.5346846
364	367.006045
365	366.2613154
366	365.5702283
367	364.8588274
368	364.1372546
369	363.8922627
370	363.1984142
371	363.1319991
372	362.9830583
373	362.8580426
374	362.3606659
375	362.1588492
376	362.1461897
377	362.0069239
378	361.8143135
379	361.4439613
380	361.2756869
381	360.5287355
382	360.3293474
383	359.7071835
384	359.0165723
385	358.6115481
386	358.3029094
387	358.2725116
388	357.791986
389	357.304763
390	357.1912881
391	356.6282265
392	356.1598004
393	355.5688559
394	355.4223193
395	355.2752146
396	354.6357654
397	354.4143663
398	354.1265065
399	353.695562
400	353.6063082
401	353.2552394
402	352.9012231
403	352.884064
404	352.3253157
405	351.7362359
406	351.1265615
407	351.115187
408	350.8987024
409	350.5588954
410	350.1339261
411	349.9085632
412	349.7749483
413	349.3695974
414	348.6012244
415	348.4425193
416	348.0851264
417	347.843911
418	347.6612343
419	347.2557709
420	346.7011729
421	346.5846066
422	346.3606121
423	345.5565075
424	345.0339448
425	344.8455993
426	344.5185233
427	343.9962599
428	343.6263922
429	343.2794784
430	342.8751911
431	342.7317291
432	342.0252834
433	341.8004828
434	341.4807798
435	341.1365958
436	341.1259519
437	340.6807423
438	340.0684679
439	339.4693504
440	338.7676554
441	338.4249648
442	338.1177028
443	337.7460913
444	337.2473251
445	336.791187
446	336.5480107
447	336.384586
448	335.8073761
449	334.8791102
450	334.5763266
451	334.471013
452	334.1212377
453	333.64937
454	333.6061103
455	333.2274219
456	332.9328183
457	332.119776
458	331.7086585
459	331.5885125
460	331.0880938
461	330.7315998
462	330.4882476
463	330.1264069
464	329.8921685
465	329.6357196
466	329.2676671
467	329.2539984
468	328.6651712
469	328.2540019
470	327.9011897
471	327.697937
472	327.6045178
473	327.4133933
474	327.1277509
475	326.8336642
476	325.8753807
477	325.4667985
478	325.0706815
479	324.7875351
480	324.4593428
481	324.0642955
482	323.3456523
483	322.6901967
484	322.3128021
485	321.9653041
486	321.575908
487	320.8826512
488	320.4360087
489	320.0642889
490	319.5614802
491	319.0816234
492	318.649309
493	318.3302142
494	317.4804377
495	317.1407297
496	316.8380282
497	316.6174698
498	316.0606412
499	315.3194281
500	314.8240243
501	314.6902443
502	314.4438831
503	314.1081665
504	313.8737837
505	313.50257
506	313.3518082
507	312.9276665
508	312.8028098
509	312.4555517
510	311.8720718
511	311.8028999
512	311.5834734
513	310.5515288
514	310.2460805
515	309.4260946
516	308.9075616
517	308.43114
518	307.9839726
519	307.8600289
520	307.6699864
521	306.8287151
522	305.9490955
523	305.6669891
524	305.5122043
525	305.1028548
526	304.9598116
527	304.7004763
528	304.4253256
529	303.8937926
530	303.6839404
531	303.4795781
532	303.2523636
533	302.724938
534	302.3518488
535	302.1306216
536	301.7276628
537	301.4012384
538	300.9509588
539	300.7531228
540	300.4259258
541	299.9622576
542	299.3219403
543	298.8303216
544	298.5888796
545	298.5146075
546	297.6593503
547	297.3962783
548	296.9359772
549	296.6880059
550	296.2403542
551	295.8762075
552	295.6873551
553	295.4883592
554	295.148654
555	294.6536894
556	294.4928385
557	294.2303523
558	294.1068349
559	293.3861312
560	293.1406491
561	292.8480856
562	292.8079373
563	292.1113431
564	291.7659046
565	291.6566583
566	291.373462
567	291.1994201
568	290.4428463
569	290.1065199
570	289.8968715
571	289.5420532
572	289.5073971
573	289.1021839
574	288.9344053
575	288.6153276
576	288.3062066
577	288.0368944
578	287.7235729
579	287.214485
580	286.9384699
581	286.6725457
582	286.4963667
583	286.258527
584	286.1209123
585	285.9323551
586	285.4967866
587	285.2761182
588	284.8128707
589	284.6047142
590	284.2255849
591	284.0005779
592	283.5648852
593	283.3024384
594	283.1281929
595	282.8481352
596	282.471831
597	281.8766935
598	280.9893117
599	280.6547309
600	280.5525184
601	279.6766267
602	279.3673675
603	279.2081174
604	279.1382097
605	278.6759067
606	278.4140674
607	278.0465041
608	277.7582587
609	277.4990383
610	277.3643496
611	277.1206291
612	276.8984135
613	276.8808447
614	276.081973
615	275.7669264
616	275.5694848
617	275.3377954
618	274.8763809
619	274.57767
620	274.3451599
621	274.2172359
622	273.9065194
623	273.5922958
624	273.0253245
625	272.7372027
626	272.5178609
627	272.312944
628	272.0868717
629	271.4240374
630	271.1584387
631	270.9518458
632	270.8633608
633	270.4830367
634	270.2339912
635	269.9225538
636	269.6792819
637	269.2691977
638	269.0211563
639	268.5603363
640	268.1837982
641	267.7369903
642	267.2262051
643	267.033476
644	266.814689
645	266.6133738
646	266.36082
647	266.2253236
648	266.0161095
649	265.4682674
650	265.1708622
651	265.0235072
652	264.7557696
653	264.6425314
654	264.3212792
655	264.1342019
656	263.7370571
657	263.6116127
658	263.2162764
659	262.9107649
660	262.7266568
661	262.4565851
662	262.1492247
663	261.8759407
664	261.6701073
665	261.4927205
666	261.3473715
667	260.5913209
668	260.0552066
669	259.7220734
670	259.4147179
671	258.7918263
672	258.3469126
673	258.1941609
674	257.8854163
675	257.6857138
676	257.5201166
677	257.3451319
678	257.0305056
679	256.9048533
680	256.67679
681	256.3918325
682	255.92342
683	255.6401756
684	255.6114636
685	255.5091124
686	255.3848653
687	255.1556789
688	255.049283
689	254.8632813
690	254.6200388
691	254.1989184
692	253.6864916
693	253.5334338
694	253.3164473
695	253.0619076
696	252.7141508
697	252.2755479
698	252.0880521
699	251.9462044
700	251.5850764
701	251.2264864
702	250.7612497
703	250.6130175
704	250.2432898
705	250.0355214
706	249.5358183
707	249.2532882
708	248.8866742
709	248.7697765
710	248.6044304
711	248.4545919
712	248.0579785
713	248.0139671
714	247.8532812
715	247.6305534
716	247.1599384
717	246.8219092
718	246.6906326
719	246.3916939
720	245.8019548
721	245.6146631
722	245.2849331
723	245.2445673
724	245.1047927
725	244.6998489
726	244.669483
727	244.4297156
728	244.4165044
729	244.3029376
730	244.0828934
731	243.9632616
732	243.8478282
733	243.4989126
734	243.4546559
735	243.2156937
736	243.0438369
737	242.6595498
738	242.5523559
739	242.3496018
740	241.8112284
741	241.459925
742	241.1524068
743	241.0270705
744	240.7936086
745	240.5543587
746	240.382288
747	240.0058274
748	239.6284617
749	239.4058485
750	238.8809395
751	238.663682
752	238.4463617
753	238.3738792
754	238.3089905
755	237.9008597
756	237.7280954
757	237.3232252
758	237.1123415
759	237.0727382
760	236.7758225
761	236.5342315
762	236.3097208
763	235.8000627
764	235.5843366
765	235.0257366
766	234.6992203
767	234.4382043
768	234.3335036
769	233.8279627
770	233.5915334
771	233.1306714
772	232.963808
773	232.4266647
774	232.1404627
775	231.9639737
776	231.7949293
777	231.6760889
778	231.5381202
779	231.4521881
780	231.3100878
781	230.9781336
782	230.7412264
783	230.4162378
784	230.2465855
785	229.9691592
786	229.7417048
787	229.5565383
788	229.5064288
789	229.3308304
790	229.2490882
791	229.0625655
792	228.7377144
793	228.3646412
794	228.1618227
795	227.8950278
796	227.7518299
797	227.5046026
798	227.3084123
799	227.0927921
800	226.845649
801	226.7819306
802	226.4436466
803	226.265682
804	226.1278508
805	225.7244389
806	225.6379958
807	225.3822726
808	225.1830399
809	224.9324364
810	224.7465839
811	224.2081042
812	224.1207272
813	223.955702
814	223.6648583
815	222.8687179
816	222.6519523
817	222.3266867
818	222.1859287
819	221.999635
820	221.8199422
821	221.3809683
822	221.0815596
823	220.9549552
824	220.656537
825	220.270519
826	220.1687268
827	219.7822912
828	219.6719138
829	219.3330324
830	219.1638437
831	218.8608306
832	218.3621447
833	217.9747362
834	217.8813355
835	217.7523481
836	217.5977409
837	217.1762761
838	216.8459732
839	216.564828
840	216.3623178
841	216.1770634
842	215.8794116
843	215.5057873
844	215.3772967
845	214.9866576
846	214.7776541
847	214.5998332
848	214.1242295
849	213.7625204
850	213.7080636
851	213.6380211
852	213.5229533
853	213.3407372
854	213.2540673
855	212.9291991
856	212.798708
857	212.741752
858	212.5676185
859	212.3678445
860	212.0815558
861	211.8840819
862	211.8193776
863	211.6163671
864	211.5865852
865	211.5046333
866	211.3972153
867	211.0998737
868	210.8277572
869	210.5904374
870	210.2407956
871	209.9605714
872	209.5886896
873	209.3350571
874	209.3011608
875	209.144665
876	208.8486463
