iter	RMSE
196	0.1218757946
197	0.1205120078
198	0.1196555805
199	0.1185539031
200	0.1180685523
201	0.117539684
202	0.1172180918
203	0.116601609
204	0.116125372
205	0.1154684561
206	0.1151397879
207	0.1147750309
208	0.1143685347
209	0.1130465415
210	0.1123565437
211	0.1118710901
212	0.1116207754
213	0.1113798397
214	0.1108186296
215	0.1104156698
216	0.1093515356
217	0.1089146752
218	0.1080342137
219	0.1077620907
220	0.106942671
221	0.1067087774
222	0.1062269074
223	0.1054267868
224	0.1048995486
225	0.1042066986
226	0.1033854001
227	0.1030637132
228	0.1028098406
229	0.1025241833
230	0.1021207384
231	0.101504131
232	0.1011025364
233	0.1006695223
234	0.1004358328
235	0.09986250059
236	0.09927712293
237	0.09875636716
238	0.09855754732
239	0.09839898414
240	0.09828590396
241	0.0978754505
242	0.09765654524
243	0.09695790988
244	0.09644348004
245	0.09580137342
246	0.09551174975
247	0.09501932637
248	0.09447563913
249	0.09415938082
250	0.09380602657
251	0.09348066932
252	0.09303611057
253	0.09250393862
254	0.09178152949
255	0.09100884065
256	0.09050228924
257	0.09018965352
258	0.08972688415
259	0.08945570422
260	0.08932498028
261	0.08889930182
262	0.08843619441
263	0.08814555921
264	0.08774376925
265	0.08754682087
266	0.087010176
267	0.08685655995
268	0.08675016182
269	0.08648075256
270	0.08633927174
271	0.08615732395
272	0.08574824461
273	0.08558071029
274	0.08530445589
275	0.08487421084
276	0.08450756814
277	0.08432310925
278	0.0842287105
279	0.0841155708
280	0.08363082344
281	0.08313071983
282	0.08256051598
283	0.08225208328
284	0.08187882892
285	0.08125151944
286	0.08080750044
287	0.08049924843
288	0.08002671371
289	0.07976390675
290	0.0795633805
291	0.07910801094
292	0.07896778034
293	0.07881472355
294	0.07851834591
295	0.07809511609
296	0.07791730708
297	0.07779701699
298	0.0774534702
299	0.07706039118
300	0.07665559705
301	0.07621019132
302	0.07614808459
303	0.07598542783
304	0.07572332999
305	0.07535594995
306	0.07510887307
307	0.07476221723
308	0.07448341765
309	0.07425488064
310	0.07394376124
311	0.07348578907
312	0.07322444587
313	0.07278308521
314	0.07268919166
315	0.07262553851
316	0.07254483572
317	0.07246131653
318	0.07236323171
319	0.07193983858
320	0.07168578083
321	0.07145229208
322	0.07097303307
323	0.07079163565
324	0.07053538839
325	0.07042641819
326	0.07013419884
327	0.06999127334
328	0.06974331532
329	0.06946022808
330	0.06935183813
331	0.06927923557
332	0.06916173113
333	0.06894463093
334	0.06855133265
335	0.06824930663
336	0.06795767045
337	0.06783016685
338	0.06750446942
339	0.06712884237
340	0.06687540982
341	0.06675880202
342	0.06647860612
343	0.06623465751
344	0.06594457827
345	0.06551424986
346	0.06524869665
347	0.06504615986
348	0.06471874896
349	0.06457401635
350	0.06431313439
351	0.06424262458
352	0.06393627882
353	0.06376253441
354	0.06345084727
355	0.06325439668
356	0.06300986077
357	0.06273298618
358	0.06261145805
359	0.06241788912
360	0.06232178209
361	0.06214566768
362	0.06200456651
363	0.06176500219
364	0.06156686243
365	0.06150854662
366	0.06141963365
367	0.06126008799
368	0.06084079026
369	0.06058156788
370	0.06049165027
371	0.06015674762
372	0.05999928169
373	0.05973469125
374	0.05959761061
375	0.05943777277
376	0.05915311445
377	0.05894553699
378	0.05879565338
379	0.05861261043
380	0.05840962249
381	0.05811129515
382	0.05788441495
383	0.05771930302
384	0.05758954628
385	0.05743900591
386	0.05729643895
387	0.05703261209
388	0.05695139523
389	0.05683154993
390	0.05665761763
391	0.05642189024
392	0.05634307085
393	0.05626124281
394	0.05610961766
395	0.05599391994
396	0.05584202385
397	0.05562398214
398	0.05539411261
399	0.05525956653
400	0.0551344565
401	0.05493064518
402	0.05466139476
403	0.0544648618
404	0.05425805252
405	0.05407884399
406	0.05387029158
407	0.05366800057
408	0.0535022609
409	0.05327114326
410	0.0529234552
411	0.05277945509
412	0.05272846767
413	0.05261776501
414	0.05245209116
415	0.05231328934
416	0.05219470758
417	0.05206167585
418	0.05185908911
419	0.05150367007
420	0.05144707314
421	0.05137806985
422	0.05120954682
423	0.05114640622
424	0.05092854603
425	0.05081508134
426	0.0507019479
427	0.05044828392
428	0.05034361758
429	0.05004561999
430	0.0499699573
431	0.04982366487
432	0.04972173373
433	0.04963342856
434	0.04957481563
435	0.04944395768
436	0.0493801362
437	0.04924632745
438	0.04912292875
439	0.04902835239
440	0.04898609881
441	0.04883222106
442	0.04863264974
443	0.04858044385
444	0.04846159738
445	0.04831651362
446	0.04818790238
447	0.04807241653
448	0.04791610861
449	0.04782165346
450	0.04768616325
451	0.04729467586
452	0.04707667444
453	0.04698194659
454	0.04687853873
455	0.04682880502
456	0.04668981241
457	0.04654751859
458	0.04642740004
459	0.0463101552
460	0.04619894024
461	0.04595926103
462	0.04584053404
463	0.04562371934
464	0.04552612768
465	0.04544482836
466	0.04531851288
467	0.04523938308
468	0.04508689032
469	0.04489646606
470	0.04479127425
471	0.04468932894
472	0.04453381528
473	0.04433262973
474	0.0441578803
475	0.04388313636
476	0.04382229985
477	0.04354808323
478	0.04336186352
479	0.04329102058
480	0.04318767635
481	0.04298864539
482	0.04291230438
483	0.04282928263
484	0.04278928459
485	0.04268652335
486	0.04263088184
487	0.04256795514
488	0.0422486761
489	0.04194028535
490	0.04180120575
491	0.04168427409
492	0.04162357858
493	0.04149853244
494	0.04133970756
495	0.04127342463
496	0.04112340525
497	0.04101699776
498	0.04089601571
499	0.04080172548
500	0.04069605034
501	0.04060749407
502	0.0402693045
503	0.04015793172
504	0.04007899499
505	0.04002936062
506	0.03987722816
507	0.03981020197
508	0.03972172262
509	0.03960544386
510	0.03936154277
511	0.03924662466
512	0.03917804157
513	0.03914946663
514	0.03882247249
515	0.03877665709
516	0.03868560157
517	0.03860284809
518	0.03856335238
519	0.03839187103
520	0.03827780939
521	0.03819688795
522	0.03805088765
523	0.03798051429
524	0.03795414012
525	0.03783638849
526	0.03771465807
527	0.03764513967
528	0.03753852827
529	0.03747490129
530	0.03738683938
531	0.03728148388
532	0.03707698244
533	0.03689746757
534	0.03668797948
535	0.03653884571
536	0.0364100631
537	0.03632087632
538	0.03626760869
539	0.03622613189
540	0.03614693685
541	0.03602780584
542	0.03596991815
543	0.03591403003
544	0.03582333134
545	0.03562747609
546	0.03534601611
547	0.0353060585
548	0.03525733184
549	0.03519513183
550	0.03505187578
551	0.03497216858
552	0.0348427666
553	0.03474875776
554	0.03466631889
555	0.03454086316
556	0.03448739473
557	0.03440167194
558	0.03425795182
559	0.03419889297
560	0.034139295
561	0.03401031748
562	0.03385939641
563	0.03379183324
564	0.03373193104
565	0.03363184655
566	0.03345581819
567	0.03333217886
568	0.03321936444
569	0.03316606337
570	0.03304152934
571	0.03298416614
572	0.03278778408
573	0.03271087206
574	0.03259753515
575	0.03253893496
576	0.03247554388
577	0.0324288559
578	0.03239230398
579	0.03228880211
580	0.0322029501
581	0.03213470074
582	0.03207342748
583	0.03198168663
584	0.03181145339
585	0.03170117403
586	0.03167453808
587	0.03162798411
588	0.03158256072
589	0.03152664459
590	0.03147428117
591	0.03141525085
592	0.03121380421
593	0.0311728339
594	0.03105921712
595	0.03098980387
596	0.03093318967
597	0.03087430354
598	0.03082166384
599	0.03074764831
600	0.03068028024
601	0.03057118571
602	0.03047940721
603	0.03045303379
604	0.03038839673
605	0.03026253657
606	0.03021196427
607	0.03013025975
608	0.0300192073
609	0.02997379799
610	0.02986948294
611	0.02981701869
612	0.02975942844
613	0.02964732011
614	0.02956650432
615	0.02945962421
616	0.02940732088
617	0.0293747721
618	0.02932804796
619	0.02927909175
620	0.02912781336
621	0.02902943521
622	0.02890291085
623	0.02884863614
624	0.02877561069
625	0.02875532031
626	0.02869448728
627	0.02861374439
628	0.02855828603
629	0.0285281138
630	0.02849939211
631	0.02847594452
632	0.02841911108
633	0.02836864412
634	0.02830508039
635	0.02824393221
636	0.02808571272
637	0.02803390777
638	0.02786356023
639	0.02782041703
640	0.02768501795
641	0.02764167473
642	0.02751355652
643	0.02747431262
644	0.02740272114
645	0.02736568214
646	0.02731722883
647	0.0272120017
648	0.02715287573
649	0.02704777649
650	0.02701312461
651	0.02697101518
652	0.02693322077
653	0.02689050175
654	0.02687706203
655	0.02680089572
656	0.02669591486
657	0.02659368945
658	0.02641431248
659	0.02635285135
660	0.02627848484
661	0.02624257359
662	0.02619183485
663	0.02601328903
664	0.02599140812
665	0.02595424697
666	0.02585871597
667	0.02576472542
668	0.02572358259
669	0.02568496936
670	0.02557480367
671	0.02545960612
672	0.02539278129
673	0.02533220753
674	0.02530150827
675	0.02517870406
676	0.02506563698
677	0.02502565335
678	0.02490423373
679	0.02476858944
680	0.02467348804
681	0.0245931742
682	0.02451084374
683	0.02447182696
684	0.02439236325
685	0.02434703852
686	0.02430298941
687	0.02427419113
688	0.02419418045
689	0.02415242845
690	0.02409236988
691	0.02401203311
692	0.02395539186
693	0.02389229677
694	0.02380783087
695	0.02372815092
696	0.02370987174
697	0.02364921808
698	0.02361260033
699	0.02358782734
700	0.02354220267
701	0.02349098212
702	0.02342388235
703	0.02330923625
704	0.02326638058
705	0.02320894071
706	0.02307811612
707	0.02301851959
708	0.02296052908
709	0.0229209675
710	0.02282448392
711	0.02281344487
712	0.02277568025
713	0.02265206711
714	0.02264090926
715	0.02261495669
716	0.02257772404
717	0.02252793044
718	0.02247423583
719	0.02241917053
720	0.02237291222
721	0.02235668321
722	0.02231284769
723	0.02229039967
724	0.02225953989
725	0.02222173727
726	0.02216566361
727	0.02210579194
728	0.0220826787
729	0.02202899939
730	0.02193544048
731	0.02185670985
732	0.02183278509
733	0.02181407222
734	0.02180507745
735	0.02177895939
736	0.02170443725
737	0.02165007512
738	0.02162100673
739	0.02158194877
740	0.02152848461
741	0.02149382347
742	0.02137996485
743	0.02128146183
744	0.02126330057
745	0.02117380553
746	0.02115128969
747	0.02111162926
748	0.02106678993
749	0.02103269592
750	0.02098904239
751	0.0209408739
752	0.02084620943
753	0.02080985953
754	0.02073887944
755	0.02064423891
756	0.02056078683
757	0.0205332335
758	0.0204929102
759	0.02042222399
760	0.02034814714
761	0.02028931445
762	0.02020913478
763	0.02017524337
764	0.02013247571
765	0.02004248951
766	0.0198895891
767	0.01984491651
768	0.01981816473
769	0.01977693721
770	0.01976342869
771	0.01973321322
772	0.0196900753
773	0.0196480617
774	0.01962073441
775	0.01956319323
776	0.01953055398
777	0.01947734978
778	0.0194475131
779	0.01941096662
780	0.01937110544
781	0.01926312478
782	0.01921012989
783	0.01915646896
784	0.01914421863
785	0.01909866513
786	0.01903752771
787	0.01902654582
788	0.01896188593
789	0.01892222672
790	0.01885144009
791	0.0187731002
792	0.0187493556
793	0.01865583706
794	0.01863422975
795	0.01859359056
796	0.01858632415
797	0.01855891172
798	0.0184784002
799	0.01845437682
800	0.01842928083
801	0.01841850196
802	0.01836903774
803	0.01828639938
804	0.01822544411
805	0.01818915748
806	0.01811602494
807	0.01809473155
808	0.01800333532
809	0.01796261565
810	0.01792979392
811	0.01789171944
812	0.0178052786
813	0.01776696615
814	0.01771485691
815	0.01767219096
816	0.0176355556
817	0.017560899
818	0.01750946297
819	0.01746012063
820	0.0174094767
821	0.01738838197
822	0.01732651023
823	0.01730737129
824	0.01724303433
825	0.01722015249
826	0.01719493366
827	0.01716668189
828	0.01714758642
829	0.01708820017
830	0.01702613995
831	0.01697812143
832	0.01692335497
833	0.01688504023
834	0.01687342587
835	0.01685936179
836	0.01682864213
837	0.01681209518
838	0.0167313798
839	0.0166857977
840	0.01665151294
841	0.01662091806
842	0.0165762949
843	0.01654703054
844	0.01649713308
845	0.01643140076
846	0.0163790911
847	0.01630811117
848	0.01628587314
849	0.01624985322
850	0.01618110816
851	0.01612356466
852	0.0160438887
853	0.01599833857
854	0.01598116879
855	0.01595138091
856	0.0159358983
857	0.01589213089
858	0.01585784726
859	0.01582290075
860	0.01577770236
861	0.01574659396
862	0.01573683132
863	0.01572345752
864	0.01571229007
865	0.01565224258
866	0.01560398675
867	0.01556139057
868	0.01554866555
869	0.01553529874
870	0.0155019368
871	0.01547016723
872	0.01545662302
873	0.01540220387
874	0.01534830073
875	0.01531395417
876	0.01525608071
877	0.0152431727
878	0.01523082447
879	0.01520550058
880	0.01518483781
881	0.01517152909
882	0.01514479631
883	0.01510564202
884	0.01503982745
885	0.01499746685
886	0.01497635816
887	0.01495270101
888	0.0149379124
889	0.0149311934
890	0.01487769959
891	0.01486682427
892	0.01479010714
893	0.01476206129
894	0.01469789058
895	0.01465899818
896	0.01462333098
897	0.01458752642
898	0.01454435592
899	0.01452144082
900	0.01449242071
901	0.01446585168
902	0.01438940735
903	0.01433131911
904	0.01431752811
905	0.01428267059
906	0.01424101632
907	0.01422358374
908	0.01419477339
909	0.01417285668
910	0.01414756427
911	0.01408039829
912	0.01404651946
913	0.01400655503
914	0.01393941025
915	0.01391071941
916	0.0138687478
917	0.01383257823
918	0.0137742772
919	0.01375207621
920	0.01373800831
921	0.01372222819
922	0.01370849285
923	0.01368145762
924	0.01367502913
925	0.0136187994
926	0.0135983538
927	0.01354424978
928	0.01353548531
929	0.01352359673
930	0.01351601713
931	0.01346655955
932	0.01341927162
933	0.01340244239
934	0.01337591556
935	0.01335389251
936	0.01334480657
937	0.01332715143
938	0.01329309663
939	0.01325991651
940	0.01318887243
941	0.01314382271
942	0.01312268486
943	0.01308574082
944	0.01307461031
945	0.01304990705
946	0.01304106047
947	0.01299756053
948	0.01295844261
949	0.01295403675
950	0.01294185928
951	0.01292085105
952	0.0129140833
953	0.01283198986
954	0.01281464954
955	0.01280498351
956	0.01279538729
957	0.01276467105
958	0.01273880669
959	0.01270072444
960	0.01268670746
961	0.01264949696
962	0.01261738545
963	0.01260895056
964	0.01258803657
965	0.01257425645
966	0.01252303742
967	0.0125016549
968	0.01248570335
969	0.01247524066
970	0.01243137244
971	0.01241407957
972	0.01236422832
973	0.01233533113
974	0.01228480492
975	0.01225291462
976	0.01222283926
977	0.01218137299
978	0.01215663701
979	0.01210467244
980	0.01206152118
981	0.01204352732
982	0.01201741467
983	0.01200640791
984	0.01197640574
985	0.01197047951
986	0.01195087659
987	0.01192936529
988	0.01190751432
989	0.01189776339
990	0.01183852597
991	0.01181373485
992	0.01178488109
993	0.01173866881
994	0.01171124601
995	0.01170181661
996	0.01167935755
997	0.01166747242
998	0.01165445435
999	0.01162544996
373688128
990	0.006364223688
991	0.006340781887
992	0.006318425123
993	0.006295405799
994	0.006273118439
995	0.006250876433
996	0.006208517113
997	0.006199606187
998	0.006189778181
999	0.006162064515
6239683
988	0.0025018365
989	0.002492483719
990	0.002488203309
991	0.002483940721
992	0.002469476046
993	0.002461121435
994	0.002435457229
995	0.00242608164
996	0.002421966957
997	0.002417531392
998	0.002414749423
999	0.002400528584
02432835765
999	0.002428139814
1	6.03599363e-05
962	6.021062235e-05
963	5.928480297e-05
964	5.894922095e-05
965	5.833252631e-05
966	5.818510569e-05
967	5.71496324e-05
968	5.706918902e-05
969	5.702992562e-05
970	5.657580554e-05
971	5.638321825e-05
972	5.580488281e-05
973	5.549960134e-05
974	5.508964909e-05
975	5.499410649e-05
976	5.45555413e-05
977	5.408214021e-05
978	5.386631335e-05
979	5.38341622e-05
980	5.358386516e-05
981	5.29063465e-05
982	5.253804541e-05
983	5.163986136e-05
984	5.130098457e-05
985	5.116054487e-05
986	5.106556665e-05
987	5.103014954e-05
988	5.090426156e-05
989	5.037995343e-05
990	5.00517783e-05
991	4.972249781e-05
992	4.949304226e-05
993	4.947119033e-05
994	4.902368791e-05
995	4.870193832e-05
996	4.784879078e-05
997	4.762099753e-05
998	4.727490277e-05
999	4.706507864e-05
6394455e-08
978	2.312108642e-08
979	2.280973162e-08
980	2.235920388e-08
981	2.177915879e-08
982	2.158229871e-08
983	2.142870158e-08
984	2.089006132e-08
985	2.071083705e-08
986	2.046273321e-08
987	2.012969586e-08
988	1.993521195e-08
989	1.963272023e-08
990	1.914225583e-08
991	1.897307352e-08
992	1.871873954e-08
993	1.827058729e-08
994	1.795197698e-08
995	1.779527722e-08
996	1.747393937e-08
997	1.721693723e-08
998	1.699901699e-08
999	1.686910908e-08
