iter	Passed	Remaining
334	1269	2519
335	1272	2514
336	1275	2510
337	1280	2507
338	1284	2505
339	1288	2501
340	1292	2496
341	1298	2498
342	1302	2494
343	1310	2499
344	1315	2498
345	1319	2493
346	1322	2488
347	1329	2490
348	1335	2491
349	1340	2490
350	1348	2493
351	1351	2488
352	1355	2484
353	1360	2481
354	1363	2477
355	1367	2473
356	1371	2470
357	1377	2470
358	1382	2469
359	1387	2465
360	1391	2463
361	1394	2458
362	1397	2452
363	1401	2448
364	1406	2446
365	1410	2443
366	1415	2440
367	1419	2438
368	1425	2437
369	1428	2432
370	1432	2429
371	1436	2425
372	1441	2423
373	1445	2419
374	1448	2414
375	1451	2409
376	1455	2404
377	1459	2401
378	1462	2396
379	1465	2390
380	1468	2385
381	1472	2382
382	1475	2376
383	1478	2371
384	1481	2365
385	1484	2360
386	1487	2356
387	1490	2351
388	1493	2346
389	1496	2340
390	1499	2335
391	1503	2331
392	1506	2326
393	1509	2321
394	1511	2315
395	1514	2310
396	1519	2307
397	1522	2302
398	1524	2296
399	1527	2291
400	1530	2286
401	1533	2281
402	1537	2277
403	1541	2273
404	1543	2268
405	1546	2263
406	1551	2260
407	1554	2255
408	1556	2249
409	1559	2244
410	1563	2239
411	1566	2235
412	1569	2231
413	1573	2226
414	1575	2221
415	1578	2216
416	1582	2212
417	1585	2207
418	1589	2204
419	1592	2199
420	1595	2194
421	1599	2191
422	1602	2186
423	1605	2181
424	1608	2175
425	1611	2171
426	1615	2167
427	1617	2162
428	1621	2157
429	1623	2152
430	1626	2147
431	1630	2143
432	1634	2139
433	1637	2134
434	1639	2129
435	1643	2125
436	1647	2122
437	1649	2117
438	1652	2112
439	1655	2106
440	1658	2102
441	1662	2099
442	1665	2093
443	1668	2089
444	1671	2084
445	1674	2079
446	1678	2076
447	1681	2071
448	1684	2066
449	1687	2062
450	1690	2057
451	1694	2053
452	1697	2049
453	1700	2045
454	1703	2040
455	1706	2035
456	1710	2031
457	1713	2027
458	1716	2022
459	1718	2017
460	1721	2012
461	1724	2008
462	1727	2003
463	1730	1999
464	1733	1994
465	1736	1989
466	1739	1985
467	1742	1980
468	1746	1977
469	1749	1972
470	1752	1968
471	1755	1963
472	1759	1960
473	1762	1956
474	1765	1951
475	1768	1946
476	1769	1940
477	1773	1936
478	1776	1932
479	1779	1928
480	1782	1923
481	1785	1918
482	1788	1914
483	1792	1910
484	1794	1905
485	1797	1901
486	1800	1896
487	1803	1892
488	1807	1889
489	1810	1884
490	1813	1879
491	1816	1875
492	1818	1870
493	1822	1866
494	1825	1862
495	1828	1857
496	1831	1853
497	1834	1848
498	1837	1844
499	1840	1840
500	1844	1836
501	1847	1832
502	1850	1827
503	1853	1823
504	1856	1820
505	1860	1815
506	1863	1811
507	1866	1807
508	1869	1803
509	1873	1800
510	1876	1795
511	1879	1791
512	1882	1787
513	1885	1783
514	1889	1779
515	1893	1776
516	1896	1771
517	1899	1767
518	1902	1763
519	1906	1759
520	1909	1755
521	1912	1750
522	1915	1746
523	1918	1742
524	1921	1738
525	1924	1734
526	1926	1729
527	1929	1724
528	1932	1720
529	1935	1716
530	1939	1713
531	1942	1709
532	1945	1704
533	1949	1700
534	1952	1697
535	1955	1692
536	1958	1688
537	1961	1684
538	1964	1679
539	1967	1675
540	1970	1671
541	1973	1667
542	1976	1663
543	1979	1659
544	1983	1656
545	1987	1652
546	1990	1648
547	1993	1644
548	1996	1640
549	2000	1636
550	2003	1632
551	2006	1628
552	2009	1624
553	2012	1620
554	2015	1615
555	2018	1611
556	2021	1607
557	2024	1603
558	2027	1599
559	2030	1595
560	2034	1591
561	2037	1587
562	2039	1583
563	2042	1578
564	2044	1574
565	2048	1570
566	2052	1567
567	2055	1563
568	2058	1559
569	2061	1555
570	2065	1552
571	2068	1547
572	2071	1543
573	2074	1539
574	2077	1535
575	2081	1532
576	2084	1527
577	2086	1523
578	2089	1519
579	2092	1515
580	2096	1511
581	2099	1507
582	2102	1503
583	2104	1499
584	2107	1495
585	2110	1491
586	2113	1487
587	2117	1483
588	2119	1479
589	2122	1475
590	2125	1471
591	2129	1467
592	2132	1463
593	2135	1459
594	2138	1455
595	2141	1451
596	2145	1448
597	2149	1444
598	2152	1440
599	2155	1436
600	2158	1432
601	2162	1429
602	2165	1425
603	2167	1421
604	2170	1417
605	2173	1413
606	2175	1408
607	2178	1404
608	2181	1400
609	2184	1396
610	2187	1392
611	2191	1389
612	2194	1385
613	2197	1381
614	2200	1377
615	2202	1373
616	2205	1369
617	2208	1365
618	2211	1361
619	2214	1357
620	2217	1353
621	2219	1349
622	2222	1345
623	2226	1341
624	2229	1337
625	2232	1333
626	2235	1329
627	2238	1325
628	2242	1322
629	2245	1318
630	2247	1314
631	2250	1310
632	2253	1306
633	2256	1302
634	2260	1299
635	2264	1295
636	2267	1291
637	2270	1288
638	2273	1284
639	2277	1280
640	2279	1276
641	2282	1272
642	2285	1268
643	2289	1265
644	2291	1261
645	2294	1257
646	2297	1253
647	2299	1249
648	2302	1245
649	2305	1241
650	2307	1237
651	2310	1233
652	2312	1229
653	2315	1225
654	2318	1221
655	2321	1217
656	2324	1213
657	2327	1209
658	2329	1205
659	2332	1201
660	2335	1197
661	2338	1194
662	2341	1190
663	2343	1186
664	2346	1182
665	2349	1178
666	2352	1174
667	2355	1170
668	2358	1166
669	2361	1163
670	2364	1159
671	2367	1155
672	2370	1151
673	2373	1148
674	2376	1144
675	2378	1140
676	2382	1136
677	2386	1133
678	2389	1129
679	2393	1126
680	2395	1122
681	2399	1118
682	2402	1115
683	2405	1111
684	2408	1107
685	2413	1104
686	2418	1101
687	2421	1098
688	2424	1094
689	2427	1090
690	2429	1086
691	2433	1083
692	2436	1079
693	2439	1075
694	2441	1071
695	2444	1067
696	2447	1063
697	2450	1060
698	2453	1056
699	2455	1052
700	2458	1048
701	2461	1044
702	2464	1041
703	2467	1037
704	2469	1033
705	2472	1029
706	2475	1025
707	2478	1022
708	2481	1018
709	2483	1014
710	2486	1010
711	2489	1006
712	2491	1003
713	2494	999
714	2497	995
715	2500	991
716	2502	987
717	2505	984
718	2508	980
719	2511	976
720	2514	973
721	2517	969
722	2519	965
723	2522	961
724	2525	957
725	2528	954
726	2531	950
727	2534	946
728	2536	943
729	2539	939
730	2541	935
731	2544	931
732	2547	927
733	2550	924
734	2553	920
735	2555	916
736	2558	913
737	2561	909
738	2564	905
739	2567	902
740	2570	898
741	2572	894
742	2575	890
743	2578	887
744	2581	883
745	2583	879
746	2586	875
747	2588	872
748	2591	868
749	2594	864
750	2597	861
751	2599	857
752	2602	853
753	2605	849
754	2608	846
755	2611	842
756	2613	838
757	2616	835
758	2618	831
759	2621	827
760	2625	824
761	2627	820
762	2630	817
763	2633	813
764	2635	809
765	2638	806
766	2641	802
767	2643	798
768	2646	795
769	2649	791
770	2651	787
771	2654	784
772	2657	780
773	2660	776
774	2662	773
775	2665	769
776	2667	765
777	2670	762
778	2674	758
779	2676	754
780	2679	751
781	2681	747
782	2684	743
783	2687	740
784	2689	736
785	2692	732
786	2695	729
787	2697	725
788	2700	722
789	2703	718
790	2706	715
791	2709	711
792	2711	707
793	2714	704
794	2717	700
795	2720	697
796	2723	693
797	2725	690
798	2728	686
799	2730	682
800	2733	679
801	2737	675
802	2740	672
803	2742	668
804	2745	664
805	2747	661
806	2750	657
807	2753	654
808	2756	650
809	2759	647
810	2761	643
811	2764	640
812	2767	636
813	2770	633
814	2773	629
815	2775	625
816	2778	622
817	2780	618
818	2783	615
819	2786	611
820	2788	607
821	2790	604
822	2793	600
823	2795	597
824	2798	593
825	2801	590
826	2804	586
827	2806	583
828	2809	579
829	2811	575
830	2814	572
831	2817	568
832	2819	565
833	2822	561
834	2824	558
835	2827	554
836	2829	551
837	2832	547
838	2835	544
839	2838	540
840	2840	537
841	2843	533
842	2846	530
843	2849	526
844	2852	523
845	2854	519
846	2857	516
847	2859	512
848	2862	509
849	2865	505
850	2868	502
851	2870	498
852	2873	495
853	2875	491
854	2877	488
855	2880	484
856	2882	480
857	2885	477
858	2887	473
859	2890	470
860	2892	466
861	2894	463
862	2896	459
863	2899	456
864	2901	452
865	2904	449
866	2906	445
867	2909	442
868	2911	438
869	2914	435
870	2916	431
871	2919	428
872	2921	425
873	2924	421
874	2926	418
875	2929	414
876	2932	411
877	2934	407
878	2937	404
879	2939	400
880	2942	397
881	2944	393
882	2947	390
883	2949	387
884	2952	383
885	2954	380
886	2956	376
887	2959	373
888	2961	369
889	2965	366
890	2968	363
891	2970	359
892	2972	356
893	2974	352
894	2977	349
895	2979	345
896	2982	342
897	2984	338
898	2986	335
899	2989	332
900	2991	328
901	2994	325
902	2996	321
903	2999	318
904	3001	315
905	3004	311
906	3006	308
907	3009	304
908	3011	301
909	3014	298
910	3016	294
911	3019	291
912	3021	287
913	3024	284
914	3027	281
915	3029	277
916	3031	274
917	3034	271
918	3036	267
919	3039	264
920	3041	260
921	3044	257
922	3046	254
923	3049	250
924	3051	247
925	3054	244
926	3056	240
927	3059	237
928	3062	234
929	3064	230
930	3066	227
931	3069	223
932	3071	220
933	3073	217
934	3076	213
935	3079	210
936	3081	207
937	3084	203
938	3086	200
939	3089	197
940	3091	193
941	3094	190
942	3096	187
943	3099	183
944	3101	180
945	3103	177
946	3106	173
947	3109	170
948	3111	167
949	3114	163
950	3116	160
951	3118	157
952	3121	153
953	3124	150
954	3127	147
955	3129	144
956	3131	140
957	3134	137
958	3136	134
959	3139	130
960	3142	127
961	3144	124
962	3146	120
963	3149	117
964	3151	114
965	3154	111
966	3157	107
967	3159	104
968	3161	101
969	3164	97
970	3166	94
971	3169	91
972	3171	88
973	3173	84
974	3175	81
975	3178	78
976	3180	74
977	3182	71
978	3185	68
979	3188	65
980	3190	61
981	3193	58
982	3195	55
983	3198	52
984	3200	48
985	3203	45
986	3205	42
987	3208	38
988	3210	35
989	3212	32
990	3215	29
991	3217	25
992	3220	22
993	3222	19
994	3225	16
995	3227	12
996	3229	9
997	3232	6
998	3235	3
999	3237	0
	9
997	3322	6
998	3324	3
999	3327	0
	33
991	3691	29
992	3693	26
993	3695	22
994	3699	18
995	3701	14
996	3704	11
997	3706	7
998	3709	3
999	3711	0
997	4564	9
998	4567	4
999	4570	0
999	4624	0
334	44
993	6341	38
994	6351	31
995	6357	25
996	6363	19
997	6367	12
998	6374	6
999	6381	0
	0
