id,repeat,ari,assigned_ari,coverage,same_k,noise_agreement,error
833,15,0.9162667551233874,0.9162667551233874,1.0,True,1.0,
833,16,0.9063628810075655,0.9063628810075655,1.0,True,1.0,
833,17,0.9472684496268796,0.9472684496268796,1.0,True,1.0,
833,18,0.9130611488641106,0.9130611488641106,1.0,True,1.0,
833,19,0.9865478938363795,0.9865478938363795,1.0,True,1.0,
527,0,0.9409019393066189,0.9409019393066189,1.0,True,1.0,
527,1,0.8747032949188807,0.8747032949188807,1.0,True,1.0,
527,2,0.9587279782192544,0.9587279782192544,1.0,True,1.0,
527,3,0.9161788646725006,0.9161788646725006,1.0,True,1.0,
527,4,0.9197315383712285,0.9197315383712285,1.0,True,1.0,
527,5,0.9452081800652982,0.9452081800652982,1.0,True,1.0,
527,6,0.9407749452425077,0.9407749452425077,1.0,True,1.0,
527,7,0.9418327225530615,0.9418327225530615,1.0,True,1.0,
527,8,0.9332549104094197,0.9332549104094197,1.0,True,1.0,
527,9,0.9687917336957418,0.9687917336957418,1.0,True,1.0,
527,10,0.9083565863467179,0.9083565863467179,1.0,True,1.0,
527,11,0.9334681994409011,0.9334681994409011,1.0,True,1.0,
527,12,0.9582154817334085,0.9582154817334085,1.0,True,1.0,
527,13,0.9859897754999704,0.9859897754999704,1.0,True,1.0,
527,14,0.8788978865857261,0.8788978865857261,1.0,True,1.0,
527,15,0.9316034080151467,0.9316034080151467,1.0,True,1.0,
527,16,0.9475687293353456,0.9475687293353456,1.0,True,1.0,
527,17,0.9461718065507104,0.9461718065507104,1.0,True,1.0,
527,18,0.9539446262787707,0.9539446262787707,1.0,True,1.0,
527,19,0.9607215806307887,0.9607215806307887,1.0,True,1.0,
418,0,0.9947365627391791,1.0,0.9625,True,0.99375,
418,1,0.8360654297175345,0.8197201156921933,0.975,False,1.0,
418,2,0.977625365539637,1.0,0.9625,True,0.99375,
418,3,0.7620765506369331,0.7755155229467932,0.95625,False,0.9875,
418,4,0.9784804075049699,1.0,0.96875,True,0.99375,
418,5,0.6628784137778593,0.6706810554568983,0.9625,False,0.9875,
418,6,0.9772225409907326,1.0,0.9625,True,0.99375,
418,7,0.9942610032711297,1.0,0.975,True,0.99375,
418,8,1.0,1.0,0.98125,True,1.0,
418,9,0.9782409648446936,1.0,0.95625,True,0.99375,
418,10,0.9570440969192563,1.0,0.95,True,0.9875,
418,11,1.0,1.0,0.975,True,1.0,
418,12,0.9889408743507104,1.0,0.95625,True,0.9875,
418,13,1.0,1.0,0.9625,True,1.0,
418,14,0.9715178858223412,1.0,0.95625,True,0.9875,
418,15,0.9767939013337785,1.0,0.9625,True,0.99375,
418,16,0.9575337436525304,1.0,0.9625,True,0.9875,
418,17,0.971957378207799,1.0,0.95,True,0.9875,
418,18,1.0,1.0,0.98125,True,1.0,
418,19,1.0,1.0,0.96875,True,1.0,
422,0,0.9608874311969903,1.0,0.93125,True,0.975,
422,1,0.8225131577278616,0.8186353876077349,0.95625,False,0.99375,
422,2,0.661361730737073,0.6203480895160741,0.95,False,0.99375,
422,3,0.7119282762485116,0.7686648883897235,0.91875,False,0.9625,
422,4,0.741746754297263,0.8120300297175379,0.93125,False,0.9625,
422,5,0.6629518493448415,0.767640957779725,0.90625,False,0.94375,
422,6,0.977757721153647,1.0,0.95,True,0.99375,
422,7,0.5247983426611453,0.5297195263015648,0.94375,False,0.975,
422,8,0.9770207068500611,1.0,0.975,True,0.99375,
422,9,0.9786427377030181,1.0,0.94375,True,0.99375,
422,10,0.9786427377030181,1.0,0.94375,True,0.99375,
422,11,0.971957378207799,1.0,0.95,True,0.9875,
422,12,0.763938871202989,0.7742356593569336,0.925,False,0.96875,
422,13,0.7827736041016183,0.7664898118703589,0.94375,False,0.99375,
422,14,0.8563390697053832,1.0,0.9,True,0.94375,
422,15,0.9773784388164132,1.0,0.95,True,0.99375,
422,16,0.7219588391981099,0.780806904017266,0.93125,False,0.96875,
422,17,0.924095180222965,1.0,0.91875,True,0.96875,
422,18,0.6953336325545673,0.7564365576103642,0.93125,False,0.9625,
422,19,0.7239779568838786,0.7649924021715941,0.9375,False,0.975,
954,0,1.0,1.0,1.0,True,1.0,
954,1,0.6313211339270842,0.6313211339270842,1.0,True,1.0,
954,2,0.6291496268449484,0.6291496268449484,1.0,True,1.0,
954,3,0.9846591458135202,0.9846591458135202,1.0,True,1.0,
954,4,0.6825648774416899,0.6825648774416899,1.0,True,1.0,
954,5,1.0,1.0,1.0,True,1.0,
954,6,0.6771039282870664,0.6771039282870664,1.0,True,1.0,
954,7,0.6124209923085134,0.6124209923085134,1.0,True,1.0,
954,8,1.0,1.0,1.0,True,1.0,
954,9,0.6589210260160349,0.6589210260160349,1.0,True,1.0,
954,10,1.0,1.0,1.0,True,1.0,
954,11,0.9838069504531549,0.9838069504531549,1.0,True,1.0,
954,12,1.0,1.0,1.0,True,1.0,
954,13,1.0,1.0,1.0,True,1.0,
954,14,0.6837895919861673,0.6837895919861673,1.0,True,1.0,
954,15,0.6331612782569217,0.6331612782569217,1.0,True,1.0,
954,16,0.9848848629388604,0.9848848629388604,1.0,True,1.0,
954,17,0.6863017089690209,0.6863017089690209,1.0,True,1.0,
954,18,1.0,1.0,1.0,True,1.0,
954,19,1.0,1.0,1.0,True,1.0,
1107,0,1.0,1.0,1.0,True,1.0,
1107,1,0.6313211339270842,0.6313211339270842,1.0,True,1.0,
1107,2,0.6291496268449484,0.6291496268449484,1.0,True,1.0,
1107,3,0.9839620363659936,0.9839620363659936,1.0,True,1.0,
1107,4,0.6825648774416899,0.6825648774416899,1.0,True,1.0,
1107,5,1.0,1.0,1.0,True,1.0,
1107,6,0.6480878231143322,0.6480878231143322,1.0,True,1.0,
1107,7,0.6047049788524415,0.6047049788524415,1.0,True,1.0,
1107,8,1.0,1.0,1.0,True,1.0,
1107,9,0.6589210260160349,0.6589210260160349,1.0,True,1.0,
1107,10,1.0,1.0,1.0,True,1.0,
1107,11,0.9838069504531549,0.9838069504531549,1.0,True,1.0,
1107,12,1.0,1.0,1.0,True,1.0,
1107,13,1.0,1.0,1.0,True,1.0,
