id,scope,representation,family,params,status,warning,bic,aic,k,coverage,min_size,max_size,silhouette,ref_silhouette,db,ch,penalized,eligible
418,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.13032031397860805, ""min_samples"": 4}",ok,,,,2,0.97,36,158,0.39068062594263747,0.38457358305879286,0.8026726623326216,85.41370268833685,0.35457358305879283,True
419,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.052354105431965725, ""min_samples"": 7}",ok,,,,4,0.525,7,78,0.6416311617561307,0.622266807964762,0.38669071182301623,172.77427494880766,0.147266807964762,False
420,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.07986986289327289, ""min_samples"": 7}",ok,,,,5,0.765,7,87,0.576330571299192,0.5707812043108534,0.4737066084350041,216.75325923487122,0.33578120431085345,False
421,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.10537850299771842, ""min_samples"": 7}",ok,,,,3,0.915,12,139,0.3720505900536604,0.37412839109216484,0.7126061406459838,73.31628823277732,0.28912839109216487,True
422,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.1275431494876152, ""min_samples"": 7}",ok,,,,2,0.96,36,156,0.39930623038286805,0.39334539480061714,0.7912987417819037,88.89777100771217,0.3533453948006171,True
423,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.16862625556135186, ""min_samples"": 7}",ok,,,,1,0.98,196,196,,,,,-inf,False
424,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.06775086990473388, ""min_samples"": 10}",ok,,,,3,0.51,10,80,0.6050610196255476,0.5847574129466704,0.5281780860197987,137.7998319188963,0.0947574129466704,False
425,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.10045552112758542, ""min_samples"": 10}",ok,,,,4,0.77,13,88,0.601409588635542,0.5869475806339858,0.4895050149108914,267.0490818959021,0.3569475806339858,False
426,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.13006514229930205, ""min_samples"": 10}",ok,,,,3,0.95,12,143,0.34766435878520846,0.3541048736081362,0.7563629412567883,69.45265335857992,0.30410487360813615,True
427,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.1604211776664541, ""min_samples"": 10}",ok,,,,1,0.975,195,195,,,,,-inf,False
428,behavior,behavior/minmax/cat=0.5,DBSCAN,"{""eps"": 0.20748168028562905, ""min_samples"": 10}",ok,,,,1,0.99,198,198,,,,,-inf,False
