iter	Passed	Remaining
292	404	975
293	405	973
294	406	971
295	407	969
296	408	967
297	409	965
298	411	964
299	412	963
300	414	963
301	416	962
302	418	961
303	419	960
304	420	958
305	421	956
306	422	954
307	423	952
308	424	950
309	426	948
310	427	947
311	429	947
312	431	947
313	433	946
314	434	944
315	435	942
316	436	940
317	437	939
318	439	937
319	440	935
320	441	933
321	442	932
322	444	930
323	446	931
324	448	931
325	450	930
326	451	928
327	452	927
328	453	925
329	454	923
330	456	921
331	457	919
332	458	918
333	459	916
334	462	917
335	463	916
336	465	915
337	466	913
338	467	912
339	469	910
340	470	908
341	471	906
342	472	905
343	473	903
344	474	901
345	476	901
346	478	900
347	480	899
348	481	898
349	482	896
350	483	894
351	485	893
352	486	891
353	487	889
354	488	888
355	489	886
356	491	884
357	493	884
358	495	884
359	496	883
360	498	881
361	499	879
362	500	877
363	501	876
364	502	874
365	503	872
366	504	870
367	506	869
368	507	867
369	509	867
370	511	866
371	512	865
372	514	864
373	515	862
374	516	860
375	517	858
376	518	857
377	519	855
378	521	853
379	522	852
380	524	851
381	525	850
382	527	849
383	528	847
384	529	845
385	530	844
386	532	842
387	533	841
388	534	839
389	535	837
390	536	835
391	537	834
392	539	832
393	541	832
394	542	831
395	544	829
396	545	828
397	546	826
398	547	824
399	548	822
400	549	821
401	550	819
402	552	817
403	553	816
404	554	814
405	556	814
406	557	812
407	559	811
408	560	809
409	561	807
410	562	806
411	563	804
412	564	802
413	565	801
414	567	799
415	568	798
416	569	796
417	571	795
418	573	795
419	574	793
420	575	791
421	577	790
422	578	788
423	579	786
424	580	785
425	581	784
426	583	782
427	584	780
428	585	779
429	586	777
430	588	776
431	589	775
432	590	773
433	592	772
434	593	770
435	594	768
436	595	767
437	596	765
438	598	764
439	599	762
440	600	761
441	601	759
442	603	758
443	604	757
444	606	756
445	607	754
446	608	752
447	609	751
448	610	749
449	612	748
450	613	746
451	614	745
452	615	743
453	616	741
454	617	740
455	619	739
456	620	737
457	622	736
458	623	734
459	624	733
460	625	731
461	626	729
462	627	728
463	629	726
464	630	725
465	631	723
466	632	721
467	633	720
468	635	718
469	636	717
470	638	716
471	639	715
472	640	713
473	641	712
474	642	710
475	644	709
476	645	707
477	646	705
478	647	704
479	648	702
480	649	701
481	651	699
482	653	698
483	654	697
484	655	695
485	656	694
486	657	692
487	658	691
488	660	689
489	661	688
490	662	686
491	663	685
492	664	683
493	666	682
494	667	681
495	669	680
496	671	679
497	672	677
498	673	676
499	674	674
500	675	673
501	676	671
502	678	669
503	679	668
504	680	666
505	681	665
506	683	664
507	684	663
508	686	661
509	687	660
510	688	658
511	689	657
512	690	655
513	692	654
514	693	652
515	694	651
516	695	649
517	696	648
518	697	646
519	699	645
520	700	644
521	702	643
522	703	641
523	704	640
524	706	638
525	707	637
526	708	635
527	709	634
528	710	632
529	712	631
530	713	629
531	714	628
532	716	627
533	718	626
534	720	625
535	721	624
536	722	622
537	723	621
538	724	619
539	725	618
540	727	616
541	728	615
542	729	614
543	731	612
544	733	612
545	734	610
546	736	609
547	737	608
548	738	606
549	739	605
550	741	603
551	742	602
552	743	600
553	744	599
554	745	597
555	747	597
556	749	596
557	751	594
558	752	593
559	753	592
560	754	590
561	756	589
562	757	587
563	758	586
564	759	584
565	760	583
566	761	581
567	763	580
568	765	580
569	767	578
570	768	577
571	769	575
572	770	574
573	772	572
574	773	571
575	774	570
576	775	568
577	776	567
578	778	565
579	780	565
580	782	564
581	783	562
582	784	561
583	786	559
584	787	558
585	788	557
586	789	555
587	791	554
588	792	552
589	793	551
590	796	550
591	797	549
592	799	548
593	800	547
594	801	545
595	803	544
596	804	542
597	805	541
598	806	540
599	808	538
600	809	537
601	811	536
602	813	535
603	814	533
604	815	532
605	816	531
606	817	529
607	819	528
608	820	526
609	821	525
610	822	523
611	824	522
612	825	521
613	827	520
614	829	518
615	830	517
616	831	516
617	832	514
618	834	513
619	835	511
620	836	510
621	837	509
622	838	507
623	840	506
624	841	504
625	843	504
626	845	502
627	846	501
628	847	499
629	848	498
630	849	497
631	851	495
632	852	494
633	853	492
634	854	491
635	856	489
636	857	488
637	859	487
638	861	486
639	862	485
640	863	483
641	864	482
642	865	480
643	867	479
644	868	477
645	869	476
646	870	474
647	871	473
648	872	472
649	874	470
650	875	469
651	876	468
652	878	466
653	879	465
654	880	463
655	881	462
656	882	460
657	883	459
658	884	457
659	886	456
660	887	455
661	888	453
662	889	452
663	891	451
664	892	449
665	894	448
666	895	446
667	896	445
668	897	444
669	898	442
670	900	441
671	901	439
672	902	438
673	903	437
674	904	435
675	906	434
676	908	433
677	909	431
678	910	430
679	911	428
680	912	427
681	914	426
682	915	424
683	916	423
684	917	421
685	918	420
686	919	419
687	921	417
688	922	416
689	924	415
690	925	413
691	926	412
692	927	410
693	928	409
694	930	408
695	931	406
696	932	405
697	934	404
698	935	402
699	936	401
700	937	400
701	939	398
702	940	397
703	942	396
704	943	394
705	944	393
706	946	392
707	947	390
708	948	389
709	950	388
710	951	386
711	952	385
712	954	384
713	956	383
714	957	381
715	959	380
716	960	379
717	961	377
718	963	376
719	964	375
720	965	373
721	967	372
722	968	370
723	969	369
724	971	368
725	973	367
726	974	365
727	975	364
728	976	363
729	978	361
730	979	360
731	980	358
732	981	357
733	982	356
734	984	354
735	985	353
736	987	352
737	988	350
738	989	349
739	990	348
740	992	346
741	993	345
742	994	343
743	995	342
744	996	341
745	997	339
746	999	338
747	1000	336
748	1002	335
749	1004	334
750	1005	333
751	1007	332
752	1008	330
753	1010	329
754	1012	328
755	1013	327
756	1015	325
757	1016	324
758	1018	323
759	1020	322
760	1021	320
761	1023	319
762	1024	318
763	1025	316
764	1027	315
765	1028	314
766	1029	312
767	1031	311
768	1033	310
769	1035	309
770	1037	308
771	1038	306
772	1039	305
773	1041	304
774	1042	302
775	1043	301
776	1044	299
777	1045	298
778	1046	296
779	1047	295
780	1049	294
781	1051	293
782	1052	291
783	1053	290
784	1054	288
785	1055	287
786	1057	286
787	1058	284
788	1059	283
789	1060	281
790	1061	280
791	1062	279
792	1064	277
793	1066	276
794	1067	275
795	1068	273
796	1070	272
797	1071	271
798	1072	269
799	1073	268
800	1074	267
801	1075	265
802	1077	264
803	1078	262
804	1079	261
805	1080	260
806	1082	258
807	1083	257
808	1085	256
809	1086	254
810	1087	253
811	1088	252
812	1089	250
813	1090	249
814	1091	247
815	1093	246
816	1094	245
817	1095	243
818	1097	242
819	1098	241
820	1100	239
821	1101	238
822	1102	237
823	1103	235
824	1104	234
825	1105	232
826	1107	231
827	1108	230
828	1109	228
829	1110	227
830	1111	226
831	1113	224
832	1115	223
833	1116	222
834	1117	220
835	1118	219
836	1119	218
837	1121	216
838	1122	215
839	1123	213
840	1124	212
841	1125	211
842	1126	209
843	1128	208
844	1130	207
845	1131	205
846	1132	204
847	1133	203
848	1135	201
849	1136	200
850	1137	199
851	1138	197
852	1139	196
853	1140	195
854	1142	193
855	1143	192
856	1144	191
857	1146	189
858	1147	188
859	1148	187
860	1149	185
861	1151	184
862	1152	182
863	1153	181
864	1154	180
865	1155	178
866	1157	177
867	1158	176
868	1159	174
869	1161	173
870	1163	172
871	1165	171
872	1166	169
873	1167	168
874	1168	166
875	1170	165
876	1171	164
877	1172	162
878	1173	161
879	1175	160
880	1176	158
881	1178	157
882	1180	156
883	1181	155
884	1182	153
885	1183	152
886	1184	150
887	1186	149
888	1187	148
889	1188	146
890	1189	145
891	1190	144
892	1192	142
893	1194	141
894	1196	140
895	1197	138
896	1198	137
897	1199	136
898	1200	134
899	1202	133
900	1203	132
901	1204	130
902	1205	129
903	1206	128
904	1208	126
905	1210	125
906	1211	124
907	1213	122
908	1214	121
909	1215	120
910	1216	118
911	1217	117
912	1218	116
913	1220	114
914	1221	113
915	1222	112
916	1224	110
917	1225	109
918	1227	108
919	1228	106
920	1229	105
921	1230	104
922	1231	102
923	1233	101
924	1234	100
925	1235	98
926	1236	97
927	1237	96
928	1238	94
929	1240	93
930	1242	92
931	1243	90
932	1244	89
933	1245	88
934	1246	86
935	1247	85
936	1248	83
937	1250	82
938	1251	81
939	1252	79
940	1253	78
941	1254	77
942	1256	75
943	1257	74
944	1259	73
945	1260	71
946	1261	70
947	1262	69
948	1263	67
949	1265	66
950	1266	65
951	1267	63
952	1268	62
953	1269	61
954	1270	59
955	1272	58
956	1274	57
957	1275	55
958	1276	54
959	1277	53
960	1278	51
961	1280	50
962	1281	49
963	1282	47
964	1283	46
965	1284	45
966	1286	43
967	1287	42
968	1288	41
969	1290	39
970	1291	38
971	1293	37
972	1294	35
973	1295	34
974	1296	33
975	1297	31
976	1299	30
977	1300	29
978	1301	27
979	1302	26
980	1303	25
981	1305	23
982	1306	22
983	1308	21
984	1309	19
985	1310	18
986	1311	17
987	1312	15
988	1313	14
989	1315	13
990	1316	11
991	1317	10
992	1318	9
993	1319	7
994	1321	6
995	1323	5
996	1324	3
997	1325	2
998	1326	1
999	1327	0
