iter	Logloss
0	0.6853398368
1	0.6774757085
2	0.6692175479
3	0.6628912483
4	0.6558424138
5	0.6480638181
6	0.6410145636
7	0.6342146881
8	0.6280722111
9	0.6207582116
10	0.6141515741
11	0.6083152561
12	0.6023303988
13	0.5956369718
14	0.5892598604
15	0.5836405235
16	0.5773627385
17	0.5718609877
18	0.5666700402
19	0.5613456575
20	0.5554349359
21	0.5510624706
22	0.5461155704
23	0.5415209189
24	0.5364953669
25	0.5321874185
26	0.5261617042
27	0.5222368124
28	0.5172925354
29	0.5118832017
30	0.5074408188
31	0.5038994321
32	0.4993041847
33	0.4943892388
34	0.4901244008
35	0.4856670425
36	0.4820052699
37	0.4771778692
38	0.4732837109
39	0.4695847579
40	0.4662892601
41	0.4626301013
42	0.4586156083
43	0.4543948981
44	0.4510551591
45	0.4477568708
46	0.4441308771
47	0.4405574335
48	0.4370750366
49	0.4330931996
50	0.4300665174
51	0.4274843023
52	0.4237702315
53	0.4204389621
54	0.4178583094
55	0.4153958255
56	0.4128579663
57	0.4108203501
58	0.4078644959
59	0.4048660032
60	0.4012012187
61	0.3985956962
62	0.3955696467
63	0.3927922701
64	0.3898616801
65	0.3876129924
66	0.3850300749
67	0.3826214994
68	0.380095759
69	0.3780273232
70	0.3759017436
71	0.3737473934
72	0.3714223202
73	0.3693492593
74	0.3676658841
75	0.3648932848
76	0.3622661598
77	0.3602354922
78	0.3583528837
79	0.3567019499
80	0.3544687097
81	0.3525417471
82	0.3504425837
83	0.3490377095
84	0.347416044
85	0.3456238061
86	0.3436301265
87	0.3417768983
88	0.3399763654
89	0.3385634268
90	0.3368305863
91	0.3348911134
92	0.3331358225
93	0.3317345235
94	0.330591111
95	0.3290827777
96	0.3278387933
97	0.3264728343
98	0.3250604865
99	0.323705827
100	0.3227058205
101	0.3214862862
102	0.3197596922
103	0.3182870567
104	0.3170485805
105	0.3152656733
106	0.3137033468
107	0.3123809184
108	0.3107252947
109	0.3095684764
110	0.3081011918
111	0.3070218151
112	0.3060551559
113	0.3047459331
114	0.3033267935
115	0.302324146
116	0.3009167436
117	0.2997809731
118	0.2985854951
119	0.2974498443
120	0.296467736
121	0.2950682925
122	0.2944148529
123	0.2928277006
124	0.2918618657
125	0.2908179881
126	0.290084098
127	0.28871445
128	0.2877483692
129	0.2869017641
130	0.2858744957
131	0.2849995246
132	0.2841916513
133	0.2833622982
134	0.2822197606
135	0.2809263418
136	0.2797244845
137	0.2795233468
138	0.2782856058
139	0.2772380385
140	0.2761373387
141	0.2754450006
142	0.2743384834
143	0.2734638387
144	0.2727179247
145	0.2717953107
146	0.2710828486
147	0.2704558196
148	0.2695606159
149	0.2687927529
150	0.2678925053
151	0.2672058285
152	0.2666414112
153	0.2657696711
154	0.2653456255
155	0.2643836281
156	0.2634096075
157	0.2628733649
158	0.26234776
159	0.2616296312
160	0.2606617706
161	0.2601238933
162	0.2595944889
163	0.2588353429
164	0.2580010536
165	0.2572911574
166	0.2567703852
167	0.256182808
168	0.2554646616
169	0.2545948095
170	0.2537721971
171	0.2532809484
172	0.2526351749
173	0.2520322134
174	0.251628409
175	0.2509933091
176	0.250513561
177	0.250000741
178	0.2492861014
179	0.2486735639
180	0.2479069307
181	0.2473480016
182	0.2467308851
183	0.2461505937
184	0.2454337302
185	0.2449770808
186	0.2444610976
187	0.2440768935
188	0.2436031781
189	0.2430778548
190	0.2426631522
191	0.2419525492
192	0.24162324
193	0.2408829216
194	0.2399772732
195	0.2394200558
196	0.2387191829
197	0.2381146438
198	0.2374515068
199	0.237109202
200	0.2365812773
201	0.2360292333
202	0.2354809866
203	0.2350256279
204	0.2346114749
205	0.2343098034
206	0.233552807
207	0.2328901678
208	0.2325854818
209	0.2321305954
210	0.2314065245
211	0.2310472257
212	0.230732622
213	0.2304143832
214	0.2299910102
215	0.2296703819
216	0.2292002585
217	0.2286960621
218	0.2283180905
219	0.2278024334
220	0.2273745106
221	0.2266822746
222	0.2264160249
223	0.2258447614
224	0.2254785935
225	0.2251088474
226	0.2247832976
227	0.2243376565
228	0.2238407809
229	0.2235013303
230	0.2231733054
231	0.2228454577
232	0.2223564538
233	0.2219176267
234	0.2215696534
235	0.2212033718
236	0.2209880359
237	0.2203570093
238	0.2200298111
239	0.2196294327
240	0.219337378
241	0.2189799032
242	0.2185521131
243	0.2183132235
244	0.2177038671
245	0.2171440104
246	0.2167788721
247	0.2165115552
248	0.2161679702
249	0.2160134846
250	0.2157386171
251	0.2151204564
252	0.2147708135
253	0.2142955242
254	0.2140248716
255	0.2135952551
256	0.2128943292
257	0.2125121186
258	0.2123428192
259	0.211790768
260	0.2112613418
261	0.2110308843
262	0.2107002164
263	0.2104476121
264	0.2101707714
265	0.2098354591
266	0.2096187845
267	0.2093134816
268	0.2089334263
269	0.2085673324
270	0.2082134852
271	0.2076174349
272	0.2073203804
273	0.2068566096
274	0.2065887642
275	0.2063856734
276	0.2060027733
277	0.2056252223
278	0.2051138624
279	0.2048413392
280	0.2046591707
281	0.2045101114
282	0.2043478663
283	0.2040241501
284	0.2035737691
285	0.2031055743
286	0.2027425443
287	0.20254864
288	0.2020947653
289	0.2017977577
290	0.2015776044
291	0.2012764399
292	0.2008351226
293	0.2005414603
294	0.2002798678
295	0.1998529826
296	0.1995111573
297	0.1992796904
298	0.199024009
299	0.1987903372
300	0.1983380662
301	0.1979769902
302	0.1977047608
303	0.1974413066
304	0.1971699543
305	0.1968767358
306	0.196492548
307	0.1960693065
308	0.1958230671
309	0.1955256419
310	0.1950169498
311	0.1948914539
312	0.1945051355
313	0.194392297
314	0.1939928401
315	0.1936419878
316	0.1935132216
317	0.193378734
318	0.1931313908
319	0.1928912723
320	0.1926417445
321	0.1923537943
322	0.1921196762
323	0.1918734655
324	0.1916499733
325	0.1913012602
326	0.191221709
327	0.1908638421
328	0.1905541379
329	0.1901985409
330	0.1900194622
331	0.1897745841
332	0.1895568579
333	0.1893939761
334	0.1890730563
335	0.1888561919
336	0.1885319571
337	0.1882957172
338	0.1880186159
339	0.187711243
340	0.1875195868
341	0.1869539482
342	0.1866054782
343	0.186402607
344	0.1860213443
345	0.1858021755
346	0.1855625183
347	0.1853642638
348	0.1849844861
349	0.1847106996
350	0.1844780045
351	0.1842928391
352	0.1840135961
353	0.1837256793
354	0.1835992154
355	0.1832443941
356	0.1830782283
357	0.1829281006
358	0.1827493166
359	0.1822551409
360	0.182047593
361	0.1816669729
362	0.1814015411
363	0.1811813453
364	0.1809314793
365	0.180759329
366	0.1803933976
367	0.1801234391
368	0.1800287119
369	0.179695371
370	0.1795865074
371	0.1792451984
372	0.1791024185
373	0.1788329182
374	0.1786898891
375	0.1784489884
376	0.1781951688
377	0.178002678
378	0.1776161026
379	0.1773318393
380	0.1771412011
381	0.1768555511
382	0.1765398715
383	0.1763100833
384	0.176109679
385	0.1760270018
386	0.1759664008
387	0.1755109727
388	0.1752214
389	0.1750648831
390	0.1747928034
391	0.1744037807
392	0.1741303013
393	0.1740864554
394	0.1738193663
395	0.1737226197
396	0.1735935519
397	0.1731686027
398	0.1728866715
399	0.1725044086
400	0.172268421
401	0.1720429828
402	0.1719520172
403	0.1716819987
404	0.1714019687
405	0.1712146844
406	0.1712038508
407	0.1710192834
408	0.1706233415
409	0.1702997613
410	0.1700796681
411	0.1698824035
412	0.1696826861
413	0.1694653867
414	0.1693204046
415	0.1690263344
416	0.1688705608
417	0.1687688896
418	0.1685271114
419	0.1682599157
420	0.1680880757
421	0.1678823443
422	0.1677308765
423	0.1674544243
424	0.1671946093
425	0.1669993036
426	0.1668267157
427	0.1666411502
428	0.166427806
429	0.166312339
430	0.1660308139
431	0.165762062
432	0.1655328746
433	0.1653424417
434	0.1652280305
435	0.1650199313
436	0.1646989827
437	0.1644391486
438	0.1643448666
439	0.1639810655
440	0.1638866148
441	0.163663123
442	0.1633380322
443	0.163011141
444	0.1628010417
445	0.1624888213
446	0.1623467086
447	0.1621167109
448	0.161759759
449	0.161411767
450	0.1612447528
451	0.1609716601
452	0.1608722133
453	0.160682233
454	0.1605321974
455	0.1602472938
456	0.1601051124
457	0.1598530346
458	0.1597387011
459	0.1596650359
460	0.159405809
461	0.1592311544
462	0.1590568249
463	0.1588353613
464	0.1585291815
465	0.1581754571
466	0.157871845
467	0.1577535406
468	0.1574977444
469	0.1572921083
470	0.1570330551
471	0.1568277671
472	0.1564607157
473	0.1561916091
474	0.1559218562
475	0.1556583702
476	0.1554396066
477	0.1552204495
478	0.1550108386
479	0.1545104519
480	0.1543317574
481	0.1541549842
482	0.1540053045
483	0.1539096992
484	0.1538364468
485	0.153770721
486	0.1533791096
487	0.1531924693
488	0.1531105222
489	0.1528941499
490	0.1526520474
491	0.1524716976
492	0.1523114195
493	0.1520947299
494	0.1519351048
495	0.1517288782
496	0.1515844091
497	0.151413389
498	0.1512254342
499	0.1509680455
500	0.1508377944
501	0.1507395836
502	0.150289297
503	0.1500462421
504	0.1498849284
505	0.1497416171
506	0.1495997314
507	0.1495373006
508	0.1494090086
509	0.1492986475
510	0.1492040942
511	0.1489448131
512	0.1488007195
513	0.1484776429
514	0.148276782
515	0.1480706447
516	0.147981916
517	0.1477828171
518	0.1476662205
519	0.1473571939
520	0.1471532599
521	0.1470668311
522	0.1469355271
523	0.1468275935
524	0.1465112043
525	0.1462947249
526	0.1461248292
527	0.1458944403
528	0.14566525
529	0.1454265508
530	0.1452516428
531	0.1450809672
532	0.1448222951
533	0.1445980545
534	0.1444571376
535	0.144386095
536	0.144119635
537	0.1438774556
538	0.1436548159
539	0.1433560729
540	0.1432233927
541	0.1430658908
542	0.1428927637
543	0.1426459816
544	0.1424722608
545	0.1423866158
546	0.1422612495
547	0.1419209944
548	0.1417682411
549	0.1417086291
550	0.1416274912
551	0.1415581183
552	0.1413240176
553	0.1412567041
554	0.141099569
555	0.1408704932
556	0.1407321784
557	0.1406018479
558	0.1405232444
